drug_name,SMILES,phase2_score,signed_score,net_positive,n_papers,models,confidence,final_score
flupentixol,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
(r)-hydroxyzine,OCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
schembl12202591,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)CC1O,0.0,0.0,0.0,0.0,,0.0,0.0
mefloquine,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,0.0,0.0,0.0,0.0,,0.0,0.0
pentobarbital,COc1ccc(C2C(S(=O)(=O)c3ccc(Cl)cc3)C2(CN)CN)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
cinnarizine,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
talipexole,C=CCN1CCc2nc(N)sc2CC1,0.0,0.0,0.0,0.0,,0.0,0.0
acetophenazine,CC(=O)c1ccc2c(c1)Sc1ccccc1N2CCCN1CCN(CCO)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2(O)C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
ergoloidmesylate,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,0.0,0.0,0.0,0.0,,0.0,0.0
lofexidine,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.0,0.0,0.0,0.0,,0.0,0.0
dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
dipipanone,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
methysergide,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,0.0,0.0,0.0,0.0,,0.0,0.0
meptazinol,CCC1(c2cccc(O)c2)CCCCN(C)C1,0.0,0.0,0.0,0.0,,0.0,0.0
"1-propyl-2',6'-pipecoloxylidide",CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.0,0.0,0.0,0.0,,0.0,0.0
104617-86-9,CCCNC1CCc2nc(N)sc2C1,0.0,0.0,0.0,0.0,,0.0,0.0
161105-56-2,COc1ccc(C(C)(C)O)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
nizofenone,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,0.0,0.0,0.0,0.0,,0.0,0.0
fenfluramine,CCNC(C)Cc1cccc(C(F)(F)F)c1,0.0,0.0,0.0,0.0,,0.0,0.0
phenoperidine,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
flupirtine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,0.0,0.0,0.0,0.0,,0.0,0.0
iomazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,0.0,0.0,0.0,0.0,,0.0,0.0
l001588,Nc1cccc(CN2CCC(NC(=O)C(O)(c3ccccc3)C3CCC(F)(F)C3)CC2)n1,0.0,0.0,0.0,0.0,,0.0,0.0
brompheniramine,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0.0,0.0,0.0,0.0,,0.0,0.0
tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,0.0,0.0,0.0,0.0,,0.0,0.0
zotepine,CN(C)CCOC1=Cc2cc(Cl)ccc2Sc2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0.0,0.0,0.0,0.0,,0.0,0.0
rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.0,0.0,0.0,0.0,,0.0,0.0
taltirelin,CN1C(=O)CC(C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(N)=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
tetrazepam,CN1C(=O)CNC(C2=CCCCC2)c2cc(Cl)ccc21,0.0,0.0,0.0,0.0,,0.0,0.0
chembl8197,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,0.0,0.0,0.0,0.0,,0.0,0.0
cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
azatadine,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
methdilazine,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,0.0,0.0,0.0,0.0,,0.0,0.0
diphenylpyraline,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
phenindamine,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,0.0,0.0,0.0,0.0,,0.0,0.0
metixene,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0.0,0.0,0.0,0.0,,0.0,0.0
clemastinum,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
cyclizine,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
ephedrine,CNC(C)C(O)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
ioflupane,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,0.0,0.0,0.0,0.0,,0.0,0.0
sermion,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,0.0,0.0,0.0,0.0,,0.0,0.0
idebenone,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
medetomidine,Cc1cccc(C(C)c2cnc[nH]2)c1C,0.0,0.0,0.0,0.0,,0.0,0.0
meclizine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.0,0.0,0.0,0.0,,0.0,0.0
chlormethiazole,ClCCc1cncs1,0.0,0.0,0.0,0.0,,0.0,0.0
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
droxidopa,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,0.0,0.0,0.0,0.0,,0.0,0.0
chlorazepate,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,0.0,0.0,0.0,0.0,,0.0,0.0
135729-75-8,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,0.0,0.0,0.0,0.0,,0.0,0.0
chlorphenesin,OCC(O)COc1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
clopenthixol,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
brimonidine,Brc1c(NC2=NCCN2)ccc2nccnc12,0.0,0.0,0.0,0.0,,0.0,0.0
levobunolol,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,0.0,0.0,0.0,0.0,,0.0,0.0
mk-0969,Nc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)n1,0.0,0.0,0.0,0.0,,0.0,0.0
pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,0.0,0.0,0.0,0.0,,0.0,0.0
clemastine,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
phenylephrine,CNC[C@H](O)c1cccc(O)c1,0.0,0.0,0.0,0.0,,0.0,0.0
trimethobenzamide,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,0.0,0.0,0.0,0.0,,0.0,0.0
formoterol,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
levocabastine,C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
dezocine,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,0.0,0.0,0.0,0.0,,0.0,0.0
meperidide,Cc1cccc(C2(C(=O)N3CCCC3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1,0.0,0.0,0.0,0.0,,0.0,0.0
dolasetron,O=C(OC1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,0.0,0.0,0.0,0.0,,0.0,0.0
tolazoline,c1ccc(CC2=NCCN2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
1875-50-9,C#CCNC1CCc2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
2-(3-(diisopropylamino)-1-phenylpropyl)-4-(hydroxymethyl)phenyl isobutyrate,CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
lisdexamfetamine,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,0.0,0.0,0.0,0.0,,0.0,0.0
aprepitant,CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0,0.0,0.0,0.0,,0.0,0.0
s118,CC1CCN(CCC2CCN2S(=O)(=O)C2=CC(O)=CCC2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
4201-26-7,Cc1cc(Cl)ccc1NC1=NCCN1,0.0,0.0,0.0,0.0,,0.0,0.0
3-(1-(dimethylamino)-2-methylpentan-3-yl)phenol,CCC(c1cccc(O)c1)C(C)CN(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
156154-71-1,COC(=O)C1C(=O)C=C(Nc2cccc([N+](=O)[O-])c2)CC1C,0.0,0.0,0.0,0.0,,0.0,0.0
"1-butyl-2-(hydroxymethyl)piperidine-3,4,5-triol",CCCCN1CC(O)C(O)C(O)C1CO,0.0,0.0,0.0,0.0,,0.0,0.0
ent-rotigotine,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,0.0,0.0,0.0,0.0,,0.0,0.0
tolterodine,CCN(CCC(c1ccccc1)c1cc(C)ccc1O)C(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
sulfamethoxypyridazine,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0.0,0.0,0.0,0.0,,0.0,0.0
indinavir,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,0.0,0.0,0.0,0.0,,0.0,0.0
eletriptan,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,0.0,0.0,0.0,0.0,,0.0,0.0
isometheptene,CNC(C)CCC=C(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
.delta.-yohimbine,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,0.0,0.0,0.0,0.0,,0.0,0.0
23981-80-8,COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.0,0.0,0.0,0.0,,0.0,0.0
tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,0.0,0.0,0.0,0.0,,0.0,0.0
vilazodone,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0.0,0.0,0.0,0.0,,0.0,0.0
chembl344991,CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1,0.0,0.0,0.0,0.0,,0.0,0.0
(s)-mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,0.0,0.0,0.0,0.0,,0.0,0.0
gamma hydroxybutyric acid,O=C(O)CCCO,0.0,0.0,0.0,0.0,,0.0,0.0
trospium,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
180272-14-4,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
edaravone,O=C1CC=NN1c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
dantrolene,O=C1CN(/N=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,0.0,0.0,0.0,0.0,,0.0,0.0
unii-29nc2p836i,C#CC1(OC[C@H](O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1,0.0,0.0,0.0,0.0,,0.0,0.0
unii-5d18ipq12r,C#C[C@@H](OC(N)=O)c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
(+)-methylparafynol,C#C[C@@](C)(O)CC,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@@]4(C)[C@@H]3CC[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
unii-s4yrd0f99v,C#C[C@](O)(/C=C/Cl)CC,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@@H]3CC[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C#[S@]1(C[C@H]2O[C@H](n3cnc4c3NC=N[C@@H]4N)[C@@H](O)[C@@H]2O)CC[C@H](N)C(=O)O1,0.0,0.0,0.0,0.0,,0.0,0.0
unii-9lyo5fuo7p,C/C=C/C(=O)N(CCC)[C@H](CC)C(=O)N(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C1=CCc2c([nH]c3c2[C@@H](Cc2ccccc2)NCC3)C1,0.0,0.0,0.0,0.0,,0.0,0.0
(2r)-2-(3h-inden-4-yloxymethyl)morpholine,C1=Cc2cccc(OC[C@H]3CNCCO3)c2C1,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=C(C(=O)COC(=O)c1ccncc1)[C@]1(C)C[C@@H](O)[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)[C@]12CO[C@H](/C=C/C)O2,0.0,0.0,0.0,0.0,,0.0,0.0
zinc3831179,C=C1CC[C@@]2(O)[C@@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@@H]1O5,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=C1C[C@@H](C)[C@@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=C1C[C@@H]2[C@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@H]3[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=C1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,0.0,0.0,0.0,0.0,,0.0,0.0
unii-3w58itx06q component kgkjzekqjqqotd-ssdottswsa-n,C=CC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
zinc5651105,C=CCC1([C@H](C)CC)C(=O)NC(=O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
(+)-thiamylal,C=CCC1([C@H](C)CCC)C(=O)NC(=S)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
unii-env72c33qd component pxlvrfqebvnjoh-vifpvbqesa-n,C=CCC1([C@H]2C=CCCC2)C(=O)NC(=S)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0
(r)-allomethadione,C=CCN1C(=O)O[C@H](C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
unii-dfc57v76oc,C=CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,0.0,0.0,0.0,0.0,,0.0,0.0
"(1s,9s,10r)-17-prop-2-enyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",C=CCN1CC[C@@]23CCCC[C@H]2[C@@H]1Cc1ccc(O)cc13,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=CCN1CC[C@@]23c4c5ccc(O)c4[C@](O)(CCC)[C@H]4C[C@@]2(C=C[C@@]4(OC)[C@@H]3OC)[C@H]1C5,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=CCN1CC[C@@]23c4c5ccc(OC(C)=O)c4O[C@@H]2[C@@H](OC(C)=O)C=C[C@@H]3[C@@H]1C5,0.0,0.0,0.0,0.0,,0.0,0.0
b-057,CN(C)Cc1ccc(CSCCNc2[nH]ccc2Cc2ccccc2)o1,0.0,0.0,0.0,0.0,,0.0,0.0
"(6as,9r,10ar)-n-[3-(dimethylamino)propyl]-n-(ethylcarbamoyl)-7-prop-2-enyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide",C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@@H]21,0.0,0.0,0.0,0.0,,0.0,0.0
(r)-alfetamine,C=CC[C@@H](N)Cc1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
zinc3876069,C=CC[C@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=CC[C@]1([C@H](C)C#CCC)C(=O)N[C@H](O)N(C)[C@H]1O,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=C[C@H]1O[C@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1,0.0,0.0,0.0,0.0,,0.0,0.0
nan,C=C[C@](C)(O)C(C)(C)C.COC12CC3(C1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)CC(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(Cl)[C@@H](Cl)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)CC(=O)[C@]12OC(C)(C)O[C@H]1C[C@H]1[C@@H]3CC(C#N)=C4C=C(OCCCl)CC[C@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
n-acetyl-d-glutamine,CC(=O)N[C@H](CCC(N)=O)C(=O)O,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
"[2-[(8r,9r,10s,13s,14r,17r)-17-hydroxy-10,13-dimethyl-3,11-dioxo-1,2,6,7,8,9,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3C(=O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@H]3C[C@@H](C)C4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
zinc66348754,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
zinc118913190,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@@]1(O)[C@@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Br)=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@H]1[C@@H](C)C[C@@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(Cl)[C@@H](O)C[C@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
zinc253586540,CC(=O)OCC(=O)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]1(O)CC[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)C=C[C@@]4(C)[C@H]3C(=O)C[C@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]1(O)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@@]4(C)[C@@H]3[C@@H](O)C[C@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]1(O)[C@H](C)C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]1(OC(=O)C(C)C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]12N=C(C)O[C@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
"[2-[(1r,2r,4s,8r,9s,11s,12s,13s)-16-(2-chloroethoxy)-12-fluoro-19-formyl-11-hydroxy-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-16,18-dien-8-yl]-2-oxoethyl] acetate",CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@H]1C[C@@H]1[C@H]3CC(C=O)=C4C=C(OCCCl)CC[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC(=O)[C@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]12C,0.0,0.0,0.0,0.0,,0.0,0.0
"[2-(acetyloxymethyl)-4-(2-amino-3,6-dihydropurin-9-yl)butyl] acetate",CC(=O)OCC(CCn1cnc2c1NC(N)=NC2)COC(C)=O,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)OCC1=CO[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@@]21CO1,0.0,0.0,0.0,0.0,,0.0,0.0
"[(1r,6r,7r,7ar)-4-(acetyloxymethyl)-1-(3-methylbutanoyloxy)spiro[6,7a-dihydro-1h-cyclopenta[c]pyran-7,2'-oxirane]-6-yl] 3-methylbutanoate",CC(=O)OCC1=CO[C@H](OC(=O)CC(C)C)[C@@H]2C1=C[C@@H](OC(=O)CC(C)C)[C@]21CO1,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)O[C@@H](C)C(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
zinc263584296,CC(=O)O[C@@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@H]2[C@@]12CO2,0.0,0.0,0.0,0.0,,0.0,0.0
nan,CC(=O)O[C@H]1CC[C@]2(C)[C@@H]3CC[C@@]4(C)[C@H]([C@@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@H](Br)[C@@]2(Br)C1,0.0,0.0,0.0,0.0,,0.0,0.0
hms3652d17,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,0.0,0.0,0.0,0.0,,0.0,0.0
