compound_name,SMILES
thiotetrabarbital,CCC[C@@H](CC)C1(CC)C(=O)NC(=S)NC1=O
,CCC[C@@H]1O[C@@H]2C[C@@H]3[C@H]4C[C@@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1
126-93-2,CCC[C@@H]1O[C@]1(CC)C(N)=O
,CCC[C@@](C)(O)[C@@H]1C[C@@]23C=C[C@]1(OC)[C@H]1Oc4c(O)ccc5c4[C@]12CCN(C)[C@H]3C5
,CCC[C@@]1(O)[C@H]2[C@]3(OC)C=C[C@]4(C[C@H]13)[C@H]1Cc3ccc(OC(C)=O)c(OC)c3[C@@]24CCN1C
pyrovalerone,CCC[C@H](C(=O)c1ccc(C)cc1)N1CCCC1
"5-ethyl-2-hydroxy-5-[(2s)-pentan-2-yl]-1,3-diazinane-4,6-dione",CCC[C@H](C)C1(CC)C(=O)NC(O)NC1=O
,CCC[C@H]1O[C@H]2C[C@@H]3[C@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@@H]4[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1
,CCC[C@H]1O[C@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1
"3-[(3s,4s)-1,3-dimethyl-4-propylpiperidin-4-yl]phenol",CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@H]1C
"n-[3-(3-cyano-1,2-dihydropyrazolo[1,5-a]pyrimidin-7-yl)phenyl]-n-ethylacetamide",CCN(C(C)=O)c1cccc(C2=CC=NC3=C(C#N)CNN23)c1
"3-[(6ar,9r,10as)-7-methyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",CCN(CC)C(=O)N[C@@H]1C[C@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
nsc 108159,CCN(CC)C(=O)[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@H]1OC(C)=O
zinc5368369,CCN(CC)C(=O)[C@H]1[C@H]2C=C[C@H](C2)[C@H]1C(=O)N(CC)CC
,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@@]21C
,CCN(CC)CC(=O)OCC(=O)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@@H](O)C[C@]21C
,CCN(CC)S(=O)(=O)N[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1
(r)-profenamine,CCN(CC)[C@H](C)CN1c2ccccc2Sc2ccccc21
unii-76444vie9p,CCN1CCC[C@@H]1CNC(=O)c1cc(C(C)=O)ccc1OC
ncgc00184999-01,CCN1CCC[C@@H]1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC
zinc302,CCN=C1NC(=O)[C@@H](c2ccccc2)O1
unii-wjm15a06j6,CCN=C1Nc2ccc(Cl)cc2[C@@H](c2ccccc2)S1
unii-963e1x3t2s,CCN=C1Nc2ccc(Cl)cc2[C@](C)(c2ccccc2)O1
zinc1708380,CCN[C@@H](Cc1ccccc1)[C@@H]1CCCO1
schembl1240370,CCN[C@@H]1[C@H]2CC[C@H](C2)[C@H]1c1ccccc1
tiletamine,CCN[C@]1(c2cccs2)CCCCC1=O
unii-057sf9c1uz component zadjrrfmooachl-wrbweijpsa-n,CCOC(=O)C[C@H](O)C[C@H](O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2
carbenzide,CCOC(=O)NN[C@H](C)c1ccccc1
(r)-carbocloral,CCOC(=O)N[C@H](O)C(Cl)(Cl)Cl
"[2-[(8r,9r,10r,11r,13s,14r,17s)-17-ethoxycarbonyloxy-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",CCOC(=O)O[C@@]1(C(=O)COC(=O)CC)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@H](O)C[C@@]21C
,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@H](O)C[C@@]21C
unii-rr2f99e79b,CCOC(=O)[C@@H]1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O
cis-tilidine,CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@H]1N(C)C
unii-8n2p6k7x3j,CCOC(=O)c1cncn1[C@H](C)c1ccc(F)cc1
,CCO[C@@H]1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1
(r)-etazepine,CCO[C@@H]1c2ccccc2C(=O)N(C)c2ccccc21
,CCO[C@H]1C[C@@]2(C)[C@@H]3[C@H](CC[C@@H]2C[C@@H]1O)[C@H]1CC[C@@H](C(C)=O)[C@]1(C)C[C@H]3N(C)C
unii-13go737hio,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(C[C@H]2CC=CCC2)CC1
(r)-viloxazine,CCOc1ccccc1OC[C@H]1CNCCO1
reboxetine,CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1CNCCO1
,CCS[C@@]1(SC)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]21C
fenbutrazate,CC[C@@H](C(=O)OCCN1CCO[C@@H](c2ccccc2)[C@@H]1C)c1ccccc1
,CC[C@@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@@H]21
schembl79255,CC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O
zinc1999415,CC[C@@H](C)[C@](C)(COC(N)=O)COC(=O)NC(C)C
unii-19vo3dpf3g,CC[C@@H](N)Cc1c[nH]c2ccccc12
zinc1692920,CC[C@@H]1C(=O)NC(=O)[C@]1(C)c1ccccc1
,CC[C@@H]1CC(=O)[C@H]2Oc3c(OC)ccc4c3[C@]23CCN(CC2CC2)[C@@H](C4)[C@@H]13
zinc3604292,CC[C@@](Br)(C(N)=O)C(C)C
paramethadione,CC[C@@]1(C)OC(=O)N(C)C1=O
unii-xrp67fe31n,CC[C@@]1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O
"(5r)-5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione",CC[C@@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
unii-8g09z6af2t component negmmkyavynlcg-gfccvegcsa-n,CC[C@@]1(c2ccccc2)C(=O)NC(=O)N1C
(s)-glutethimide,CC[C@@]1(c2ccccc2)CCC(=O)NC1=O
(s)-mephenytoin,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O
unii-h0x939rx9w component anpjdcdlxknsps-lbprgkrzsa-n,CC[C@@]1(c2ccccc2)NCC(=O)NC1=O
,CC[C@@]12CCN(CC3CC3)[C@H](Cc3ccc(O)cc31)C2(C)C
,CC[C@@]12CCN(CC3CCC3)[C@H](Cc3ccc(O)cc31)C2(C)C
schembl3648819,CC[C@H](C(=O)NC(N)=O)[C@H](C)CC
levitiracetam,CC[C@H](C(N)=O)N1CCCC1=O
"pentanamide, 2-ethyl-3-methyl-, (2s,3s)-",CC[C@H](C)[C@H](CC)C(N)=O
,CC[C@](C)(O)[C@@H]1[C@H]2[C@@H]3C[C@@]34[C@@H]3Cc5ccc(OC)c6c5[C@@]4(CCN3CC3CC3)[C@@H](O6)[C@@]12OC
zinc375,CC[C@](O)(COC(N)=O)c1ccccc1
zinc33903721,CC[C@]1(O)CCN2CCc3ccc(C)cc3[C@@H]2C1
(r)-aminoglutethimide,CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O
zinc26376398,CC[C@]1(c2ccccc2)OC[C@@H]([C@H]2CCCCN2)O1
schembl147024,CCc1c(C)[nH]c2c1C(=O)[C@@H](CN1CCOCC1)CC2
piquindone,CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@@H]1C2
etymemazine,CCc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
,CCc1cccc(NC(C)Nc2cccc(CC)c2)c1
zinc2020075,CCn1c2c(c3ccccc31)CCS[C@@]2(C)CCN(C)C
schembl2473545,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@@H](CN1CC[C@@H](O)C1)c1ccccc1
schembl6624015,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@]2(CCCO2)C[C@@H]1N1CCCC1
,CN(C)C(=O)C1=N[C@@H](CNC(=O)CN)N(c2ccc(Cl)cc2C(=O)c2ccccc2Cl)N1
unii-1c2ho1ns77,CN(C)C(=O)O[C@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O
zinc2031526,CN(C)C1=NC(=O)[C@@H](c2ccccc2)O1
chembl2105588,CN(C)CC/C=C1\c2ccccc2CNc2cc(Cl)ccc21
chlorprothixene,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21
(r)-citalopram,CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
unii-i8ab3p944k component xazvhbvujrrlhh-nrsptqnisa-n,CN(C)CCO[C@@]1(Cc2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C
zinc1481742,CN(C)CCO[C@H](c1ccccc1)c1ccccc1C(C)(C)C
unii-6m09zns9d1,CN(C)CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
gamfexine,CN(C)CC[C@@H](c1ccccc1)C1CCCCC1
pirandamine,CN(C)CC[C@@]1(C)OCCC2=C1Cc1ccccc12
zinc5062865,CN(C)CC[C@@]1(c2ccccc2)C=Cc2ccccc21
unii-80o018lgci component cmebtcwurhmcee-dnvcbolysa-n,CN(C)C[C@@H]1CO[C@@]2(O1)c1ccccc1COc1ccccc12
(r)-aminopromazine,CN(C)C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C
clemeprol,CN(C)C[C@H](O)[C@@H](c1ccccc1)c1cccc(Cl)c1
zinc2007119,CN(C)[C@@H]1CCc2[nH]c3c(F)cc(F)cc3c2C1
unii-67x231s15e,CN(C)[C@](C)(CO)Cc1ccc(Cl)c(Cl)c1
(r)-sabeluzole,CN(c1nc2ccccc2s1)C1CCN(C[C@@H](O)COc2ccc(F)cc2)CC1
zinc1999513,CN1C(=O)CCS(=O)(=O)[C@@H]1c1ccc(Cl)c(Cl)c1
r-(+)-cotinine,CN1C(=O)CC[C@@H]1c1cccnc1
39122-23-1,CN1C(=O)C[C@@](C)(c2ccccc2)C1=O
phensuximide,CN1C(=O)C[C@H](c2ccccc2)C1=O
(r)-temazepam,CN1C(=O)[C@@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21
unii-74xyo90u63,CN1C(=O)[C@@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc21
schembl149458,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S@@+](C)[O-])cc21
zinc1319936,CN1CCCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
schembl17756664,CN1CCC[C@@H](CN2c3ccccc3Sc3ccccc32)C1
"dabelotine, (r)-",CN1CCCc2cccc(OC[C@H]3CNCCO3)c21
zinc31983000,CN1CCN(C(=O)O[C@@H]2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1
zopiclone,CN1CCN(C(=O)O[C@@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
,CN1CCN(C2=Nc3cscc3C(CC#N)=C3CSC=C23)CC1
,CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@H]4[C@H](O)C[C@@]32C)CC1
unii-w30o8i2c4v,CN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
unii-090de9crp1 component ichhtomwwamjqp-zdusscgksa-n,CN1CCN2c3cc(F)ccc3C(c3cccs3)=NC[C@H]2C1
(r)-aptazapine,CN1CCN2c3ccccc3Cn3cccc3[C@H]2C1
(-)-nefopam,CN1CCO[C@H](c2ccccc2)c2ccccc2C1
unii-63z1842q5i,CN1CC[C@@](C)(CN2c3ccccc3Sc3ccccc32)C1
eptazocine,CN1CC[C@@]2(C)C[C@H](Cc3ccc(O)cc32)C1
,CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@H]3[C@@H]1C5
"(4s,4as,7ar,12br)-3-methyl-2,4,4a,5,6,7,7a,13-octahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-9-ol",CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2CCC[C@@H]3[C@@H]1C5
,CN1CC[C@@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@@H]1C5
,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@]3(O)[C@H]1C5
,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@](C)(O)CC[C@@H]3[C@H]1C5
alpha-isomorphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O)C=C[C@H]3[C@H]1C5
,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O)CC[C@]3(O)[C@H]1C5
,CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5
odapipam,CN1CCc2cc(Cl)c(O)cc2[C@H](c2cccc3c2OCC3)C1
romergoline,CN1C[C@@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21
,CN1C[C@@H]2Cc3ccc(Cl)cc3[C@H](c3ccccc3)[C@H]2C1
18051-18-8,CN1C[C@H](CC#N)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
pdsp1_001705,CN1C[C@H](CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)C[C@@H]21
"(6ar,9r,10ar)-9-(dimethylsulfamoylamino)-4,7-dimethyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinoline",CN1C[C@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
,CN1C[C@]23C=CC(O)=C[C@@]24C[C@]42CCCC[C@@H]2[C@H]1C3
(r)-nomifensine,CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1
lobeline,CN1[C@H](C[C@@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1
nsc-60600,CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@@H](O)c1ccccc1)C2
atromepine,CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@](C)(CO)c1ccccc1)C2
schembl2108977,CN1c2cc(F)ccc2C(c2ccccc2)=NC[C@H]1CNC(=O)c1ccoc1
zinc4214594,CN1c2ccc(Cl)cc2C(c2ccccc2Cl)=NC[C@@H]1CO
zinc2045117,CN=C1CN(O)[C@@H](c2ccccc2)c2cc(Cl)ccc2N1
mecloralurea,CNC(=O)N[C@H](O)C(Cl)(Cl)Cl
,CNC(=O)O[C@H]1OC(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]21
octriptyline,CNCCC=C1c2ccccc2[C@H]2C[C@H]2c2ccccc21
(r)-amedalin,CNCCC[C@@]1(C)C(=O)N(c2ccccc2)c2ccccc21
daledalin,CNCCC[C@@]1(C)CN(c2ccccc2)c2ccccc21
zinc1999271,CNCCC[C@@]1(c2ccccc2)SC(C)(C)c2ccccc21
zinc1999541,CNCCC[C@]1(c2ccccc2)OC(C)(C)c2ccccc21
(r)-fluoxetine,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
rac-trans-sertraline,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
zinc4213203,CN[C@@H]1CCc2ncsc2C1
tocris-1588,CN[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
levmetamfetamine,CN[C@H](C)Cc1ccccc1
esketamine,CN[C@]1(c2ccccc2Cl)CCCCC1=O
,COC(=O)[C@H]1[C@@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC)[C@@H]1OC
,COC(=O)[C@H]1[C@H](OC)[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@H]2CN3CCc4c([nH]c5ccc(Cl)cc45)[C@H]3C[C@@H]21
,COC(=O)[C@H]1[C@H](OC)[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]21
(r)-metomidate,COC(=O)c1cncn1[C@H](C)c1ccccc1
,COC(OC)C(=O)[C@]12OC(C)(C)O[C@H]1C[C@@H]1[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]12C
,COC1=C[C@@]23C[C@@]24CCCC[C@H]4[C@@H]2C[C@@]3(C=C1)CN2C
,COCCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5
zinc8101062,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c1-c1ccc(F)cc1
,CO[C@@H]1O[C@H]2O[C@]3(CN4CCCCC4)[C@@H](O)C[C@H]([C@@H]2C)[C@H]13
4406-22-8,CO[C@@]12C=C[C@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
,CO[C@@]12CC[C@]3(C[C@@H]1C(C)(C)O)[C@@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@H]2O5
plicamycin,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
unii-q1069wkm8g component lzkanmyvpjzlew-fonmrsagsa-n,CO[C@]1(F)C(F)(F)[C@]1(F)Cl
donepezil,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2
zinc2019916,COc1cc2c(cc1OC)S(=O)(=O)O[C@@H](C(=O)N[C@@H](C)CC(C)(C)N(C)C)C2
tetrabenazine (tetrabenzine),COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@H](CC(C)C)CN1CC2
glaziovine,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)C[C@H]3N(C)CC2
panamesine,COc1ccc(N2C[C@@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1
femoxetine,COc1ccc(OC[C@H]2CN(C)CC[C@@H]2c2ccccc2)cc1
zinc731,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@H]1CCCN1C
unii-xm8p5rbs8n,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@H]1CCCN1Cc1ccc(F)cc1
chembl2115071,COc1ccc([C@@H](O)CN2CCN(c3cccccc3=O)CC2)cc1OC
venlafaxine,COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1
unii-lkz81zc6tn,COc1ccc2c(c1)CN(C)C[C@@H]2c1ccc(Cl)c(Cl)c1
perimetazine,COc1ccc2c(c1)N(C[C@H](C)CN1CCC(O)CC1)c1ccccc1S2
(r)-meprotixol,COc1ccc2c(c1)[C@@](O)(CCCN(C)C)c1ccccc1S2
ram-327,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@H](O)C3
,COc1ccc2c3c([nH]c2c1)[C@H]1C[C@@H]2[C@H](C[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)[C@H]2OC(C)=O)CN1CC3
schembl13091350,COc1ccc2c3c1O[C@@H]1C(=O)CC[C@@H]4[C@H](C2)N(C)CC[C@@]314
,COc1ccc2c3c1O[C@@H]1C(OC(C)=O)=CC[C@H]4[C@H](C2)N(C)CC[C@@]314
"(4s,4as,7s,7as,12br)-9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",COc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@@H]4[C@H](C2)N(C)CC[C@]341
,COc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@@H]4[C@H](C2)N(C)CC[C@]341
"(4r,4ar,7ar,12bs)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",COc1ccc2c3c1O[C@H]1C(=O)CC[C@]4(O)[C@@H](C2)N(C)CC[C@]314
epigalantamine,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2
,COc1ccc2c3c1O[C@H]1[C@H](O)C=C[C@@H]4[C@@H](C2)NCC[C@@]341
,COc1ccc2c3c1O[C@H]1[C@H](OC(=O)c4cccnc4)CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341
,COc1ccccc1N1CCN(CCCCN2C(=O)[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@@H](C2=O)C3(C)C)CC1
(r)-anisopirol,COc1ccccc1N1CCN(CCC[C@@H](O)c2ccc(F)cc2)CC1
unii-t8y60nc0y2,COc1ccccc1N1CCN(C[C@@H](O)COc2cc(OC)c(OC)c(OC)c2)CC1
mephenoxalone,COc1ccccc1OC[C@H]1CNC(=O)O1
pharmakon1600-01505978,CS(=O)(=O)c1ccc([C@@H](O)[C@H](CF)NC(=O)C(Cl)Cl)cc1
zinc1605334,CS(=O)(=O)c1ccc([C@@H](O)[C@H](CO)NC(=O)C(Cl)Cl)cc1
,CSC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C
,CSC(=O)[C@]1(OC(C)=O)[C@@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]21C
unii-a0bk6fm64m component gdrgoyfisygshq-cqszacivsa-n,CSCC[C@@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1
(r)-ketoprofen,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
unii-oe8026nxvx,C[C@@H](CC1c2ccccc2CCc2ccccc21)CN(C)C
,C[C@@H](CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]12C
amfetaminil,C[C@@H](Cc1ccccc1)N[C@@H](C#N)c1ccccc1
(+)-alaproclate,C[C@@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
(+)-cathinone,C[C@@H](N)C(=O)c1ccccc1
1-[1-(2-thienyl)-2alpha-methylcyclohexan-1beta-yl]piperidine,C[C@@H]1CCCC[C@@]1(c1cccs1)N1CCCCC1
,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(C)C(=O)CO
,C[C@@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@@H](O)C[C@@]2(C)[C@@H]1C(=O)CO
,C[C@@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@@H]1C(=O)CO
,C[C@@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)SCF
,C[C@@H]1C[C@H]2[C@@H]([C@H](O)C[C@@]3(C)[C@@H]2CC[C@]3(O)C(=O)CO)[C@]2(C)C=CC(=O)C=C12
,C[C@@H]1C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO
"(8s,9r,10s,11r,13s,14s,16r,17s)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,11,12,14,15,16,17-octahydro-6h-cyclopenta[a]phenanthren-3-one",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@H]1C(=O)CO
,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@H](F)C[C@@]2(C)[C@@H]1C(=O)CO
,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO
,C[C@@H]1C[C@H]2[C@@H]3[C@@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO
"morpholine, 3-methyl-2-phenyl-, (2r,3s)-",C[C@@H]1NCCO[C@@H]1c1ccccc1
unii-wo31v62797 component pshbcuhyclagpz-zbinzkhdsa-n,C[C@@H]1O[C@]2(CCCC[C@H]2Oc2cccc(Cl)c2)NC1=O
chembl2367803,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C
zinc100218256,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC1CC1
"(1r,9r,13s)-1,13-dimethyl-10-(2-phenylethyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1
fluotracen,C[C@@H]1c2ccccc2[C@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21
tocris-1622,C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1
zinc31297920,C[C@@]1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O
,C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@H]3CC[C@@](O)(C(=O)CO)[C@]3(C)C[C@H](O)[C@]12F
,C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H]4Cc5ccccc5C[C@]4(C(=O)CO)[C@]3(C)C[C@H](O)[C@]12F
,C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@@]2(C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
,C[C@@]12C=CC(=O)C=C1[C@@H](Cl)C[C@@H]1[C@@H]2C(=O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO
