compound_name,SMILES,drug_norm,num_targets_moa,ad_weight_sum,num_core_hits,ad_hit_targets,drug_name_out,ad_score_norm,core_gate,ad_score_gated,phase2_score
mephenoxalone,COc1ccccc1OC[C@H]1CNC(=O)O1,mephenoxalone,0,0.0,0,,mephenoxalone,0.0,0,0.0,0.0
pharmakon1600-01505978,CS(=O)(=O)c1ccc([C@@H](O)[C@H](CF)NC(=O)C(Cl)Cl)cc1,pharmakon1600 01505978,0,0.0,0,,pharmakon1600-01505978,0.0,0,0.0,0.0
zinc1605334,CS(=O)(=O)c1ccc([C@@H](O)[C@H](CO)NC(=O)C(Cl)Cl)cc1,zinc1605334,0,0.0,0,,zinc1605334,0.0,0,0.0,0.0
,CSC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,,0,0.0,0,,nan,0.0,0,0.0,0.0
,CSC(=O)[C@]1(OC(C)=O)[C@@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]21C,,0,0.0,0,,nan,0.0,0,0.0,0.0
unii-a0bk6fm64m component gdrgoyfisygshq-cqszacivsa-n,CSCC[C@@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,unii a0bk6fm64m component gdrgoyfisygshq cqszacivsa n,0,0.0,0,,unii-a0bk6fm64m component gdrgoyfisygshq-cqszacivsa-n,0.0,0,0.0,0.0
omeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,omeprazole,1,0.0,0,,omeprazole,0.0,0,0.0,0.0
unii-oe8026nxvx,C[C@@H](CC1c2ccccc2CCc2ccccc21)CN(C)C,unii oe8026nxvx,0,0.0,0,,unii-oe8026nxvx,0.0,0,0.0,0.0
,C[C@@H](CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,,0,0.0,0,,nan,0.0,0,0.0,0.0
amfetaminil,C[C@@H](Cc1ccccc1)N[C@@H](C#N)c1ccccc1,amfetaminil,0,0.0,0,,amfetaminil,0.0,0,0.0,0.0
(+)-alaproclate,C[C@@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,alaproclate,0,0.0,0,,(+)-alaproclate,0.0,0,0.0,0.0
(+)-cathinone,C[C@@H](N)C(=O)c1ccccc1,cathinone,0,0.0,0,,(+)-cathinone,0.0,0,0.0,0.0
1-[1-(2-thienyl)-2alpha-methylcyclohexan-1beta-yl]piperidine,C[C@@H]1CCCC[C@@]1(c1cccs1)N1CCCCC1,1 1 2alpha methylcyclohexan 1beta yl piperidine,0,0.0,0,,1-[1-(2-thienyl)-2alpha-methylcyclohexan-1beta-yl]piperidine,0.0,0,0.0,0.0
,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(C)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@@H](O)C[C@@]2(C)[C@@H]1C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@@H]1C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)SCF,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@H]2[C@@H]([C@H](O)C[C@@]3(C)[C@@H]2CC[C@]3(O)C(=O)CO)[C@]2(C)C=CC(=O)C=C12,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
"(8s,9r,10s,11r,13s,14s,16r,17s)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,11,12,14,15,16,17-octahydro-6h-cyclopenta[a]phenanthren-3-one",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@H]1C(=O)CO,9 fluoro 11 hydroxy 17 10 13 16 trimethyl 7 8 11 12 14 15 16 17 octahydro 6h cyclopenta a phenanthren 3 one,0,0.0,0,,"(8s,9r,10s,11r,13s,14s,16r,17s)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,11,12,14,15,16,17-octahydro-6h-cyclopenta[a]phenanthren-3-one",0.0,0,0.0,0.0
,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@H](F)C[C@@]2(C)[C@@H]1C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@H]1C[C@H]2[C@@H]3[C@@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
"morpholine, 3-methyl-2-phenyl-, (2r,3s)-",C[C@@H]1NCCO[C@@H]1c1ccccc1,morpholine 3 methyl 2 phenyl,0,0.0,0,,"morpholine, 3-methyl-2-phenyl-, (2r,3s)-",0.0,0,0.0,0.0
unii-wo31v62797 component pshbcuhyclagpz-zbinzkhdsa-n,C[C@@H]1O[C@]2(CCCC[C@H]2Oc2cccc(Cl)c2)NC1=O,unii wo31v62797 component pshbcuhyclagpz zbinzkhdsa n,0,0.0,0,,unii-wo31v62797 component pshbcuhyclagpz-zbinzkhdsa-n,0.0,0,0.0,0.0
chembl2367803,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C,chembl2367803,0,0.0,0,,chembl2367803,0.0,0,0.0,0.0
zinc100218256,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC1CC1,zinc100218256,0,0.0,0,,zinc100218256,0.0,0,0.0,0.0
"(1r,9r,13s)-1,13-dimethyl-10-(2-phenylethyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1,1 13 dimethyl 10 10 azatricyclo 7 3 1 02 7 trideca 2 3 5 trien 4 ol,0,0.0,0,,"(1r,9r,13s)-1,13-dimethyl-10-(2-phenylethyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",0.0,0,0.0,0.0
fluotracen,C[C@@H]1c2ccccc2[C@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21,fluotracen,0,0.0,0,,fluotracen,0.0,0,0.0,0.0
tocris-1622,C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1,tocris 1622,0,0.0,0,,tocris-1622,0.0,0,0.0,0.0
zinc31297920,C[C@@]1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O,zinc31297920,0,0.0,0,,zinc31297920,0.0,0,0.0,0.0
,C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@H]3CC[C@@](O)(C(=O)CO)[C@]3(C)C[C@H](O)[C@]12F,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H]4Cc5ccccc5C[C@]4(C(=O)CO)[C@]3(C)C[C@H](O)[C@]12F,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@@]2(C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@]12C=CC(=O)C=C1[C@@H](Cl)C[C@@H]1[C@@H]2C(=O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@]12C=CC(=O)C=C1[C@H](F)C[C@H]1[C@H]2[C@@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@]12C=CC(=O)[C@H]1C(=O)CC[C@@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@H]12,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@]12CC(=O)[C@@H]3[C@H](CC[C@@H]4C[C@H](O)CC[C@]43C)[C@H]1CC[C@@H]2C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
"(3r,5s)-3,5-dimethyl-1-adamantanamine",C[C@@]12CC3CC(N)(C1)C[C@](C)(C3)C2,3 5 dimethyl 1 adamantanamine,0,0.0,0,,"(3r,5s)-3,5-dimethyl-1-adamantanamine",0.0,0,0.0,0.0
,C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
10.alpha.-testosterone,C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,10 alpha testosterone,0,0.0,0,,10.alpha.-testosterone,0.0,0,0.0,0.0
,C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@H]3CC[C@@](O)(C(=O)CO)[C@]3(C)C[C@H](O)[C@]12F,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,,0,0.0,0,,nan,0.0,0,0.0,0.0
unii-w8rd4n93r2 component qvfwzncvpcjqop-ritpcoansa-n,C[C@H](CC(C)(C)O)O[C@H](O)C(Cl)(Cl)Cl,unii w8rd4n93r2 component qvfwzncvpcjqop ritpcoansa n,0,0.0,0,,unii-w8rd4n93r2 component qvfwzncvpcjqop-ritpcoansa-n,0.0,0,0.0,0.0
(r)-trimipramine,C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,trimipramine,0,0.0,0,,(r)-trimipramine,0.0,0,0.0,0.0
zinc582,C[C@H](CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,zinc582,0,0.0,0,,zinc582,0.0,0,0.0,0.0
unii-d8xjm5vp3f,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,unii d8xjm5vp3f,0,0.0,0,,unii-d8xjm5vp3f,0.0,0,0.0,0.0
(r)-trifluomeprazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,trifluomeprazine,0,0.0,0,,(r)-trifluomeprazine,0.0,0,0.0,0.0
(r)-trimeprazine,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,trimeprazine,0,0.0,0,,(r)-trimeprazine,0.0,0,0.0,0.0
zinc5141713,C[C@H](CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,zinc5141713,0,0.0,0,,zinc5141713,0.0,0,0.0,0.0
l-dimethylamphetamine,C[C@H](Cc1ccccc1)N(C)C,l dimethylamphetamine,0,0.0,0,,l-dimethylamphetamine,0.0,0,0.0,0.0
,C[C@H](Cc1ccccc1)N1C=C(NC(=O)Nc2ccccc2)ON1,,0,0.0,0,,nan,0.0,0,0.0,0.0
zinc6036855,C[C@H](Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,zinc6036855,0,0.0,0,,zinc6036855,0.0,0,0.0,0.0
naranol,C[C@H]1CN(C)C[C@H]2Cc3c(ccc4ccccc34)O[C@@]12O,naranol,0,0.0,0,,naranol,0.0,0,0.0,0.0
zinc40163458,C[C@H]1CN2CC(=O)Nc3ccc(Cl)cc3[C@]2(c2ccccc2)O1,zinc40163458,0,0.0,0,,zinc40163458,0.0,0,0.0,0.0
zinc40163149,C[C@H]1CO[C@]2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,zinc40163149,0,0.0,0,,zinc40163149,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2CCC[C@](N3CC[C@H]3C(=O)O)(C1)C2,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@H]2CC[C@@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
zinc40476855,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,zinc40476855,0,0.0,0,,zinc40476855,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C(Cl)=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CCl,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@H]2[C@@H]3CC[C@@H](C(=O)O)[C@]3(C)C[C@@H](O)[C@H]2[C@@]2(C)CCC(=O)C=C12,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,,0,0.0,0,,nan,0.0,0,0.0,0.0
chembl149268,C[C@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,chembl149268,0,0.0,0,,chembl149268,0.0,0,0.0,0.0
nuo8nhr7wb,C[C@H]1NC(=O)CO[C@H]1c1ccccc1,nuo8nhr7wb,0,0.0,0,,nuo8nhr7wb,0.0,0,0.0,0.0
"cis-3,4-dimethyl-2-phenylmorpholine",C[C@H]1[C@@H](c2ccccc2)OCCN1C,cis 3 4 dimethyl 2 phenylmorpholine,0,0.0,0,,"cis-3,4-dimethyl-2-phenylmorpholine",0.0,0,0.0,0.0
ketazocine,C[C@H]1[C@H]2C(=O)c3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,ketazocine,0,0.0,0,,ketazocine,0.0,0,0.0,0.0
,C[C@]1(c2ccccc2)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@]12C=CC(=O)C=C1C(Cl)=C[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@@](O)(C(=O)CO)[C@]3(C)C[C@@H](Cl)[C@@]12Cl,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)COC(=O)CCC(=O)O,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CS,,0,0.0,0,,nan,0.0,0,0.0,0.0
,C[C@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@H]2N,,0,0.0,0,,nan,0.0,0,0.0,0.0
zinc37263687,C[C@]12C[C@@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H](O)[C@]2(O)C(=O)CO,zinc37263687,0,0.0,0,,zinc37263687,0.0,0,0.0,0.0
"(6s,8s,9r,10s,11r,13s,14s,16s,17s)-6,9-difluoro-11,16,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C[C@]12C[C@@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H](O)[C@]2(O)C(=O)CO,6 9 difluoro 11 16 17 trihydroxy 17 10 13 dimethyl 6 7 8 11 12 14 15 16 octahydrocyclopenta a phenanthren 3 one,0,0.0,0,,"(6s,8s,9r,10s,11r,13s,14s,16s,17s)-6,9-difluoro-11,16,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",0.0,0,0.0,0.0
ncgc00016649-01,C[N+]1([O-])[C@H]2CC[C@@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,ncgc00016649 01,0,0.0,0,,ncgc00016649-01,0.0,0,0.0,0.0
(-)-alpha-tocopherol,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)O2,alpha tocopherol,0,0.0,0,,(-)-alpha-tocopherol,0.0,0,0.0,0.0
77518-08-2,Cc1cc(N(C)C)ccc1C[C@@H](C)N,77518 08 2,0,0.0,0,,77518-08-2,0.0,0,0.0,0.0
ncgc00160499-01,Cc1ccc2c(c1)[C@@H]1CN(C)CC[C@H]1N2,ncgc00160499 01,0,0.0,0,,ncgc00160499-01,0.0,0,0.0,0.0
dimemorfan (inn),Cc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,dimemorfan,0,0.0,0,,dimemorfan (inn),0.0,0,0.0,0.0
schembl18877133,Cc1ccc2c(c1)c1c3n2CCN[C@@H]3CCC1,schembl18877133,0,0.0,0,,schembl18877133,0.0,0,0.0,0.0
"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",Cc1cccc(C)c1OC[C@@H](C)N,1 propan 2 amine,0,0.0,0,,"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",0.0,0,0.0,0.0
r-toloxatone,Cc1cccc(N2C[C@H](CO)OC2=O)c1,r toloxatone,0,0.0,0,,r-toloxatone,0.0,0,0.0,0.0
schembl9384285,Cc1cccc2c1Oc1ccccc1[C@]1(O)CCNC[C@H]21,schembl9384285,0,0.0,0,,schembl9384285,0.0,0,0.0,0.0
unii-a41z78sd75 component ipvvzyzttkhxkk-wcqgtbresa-n,Cc1ccccc1OC[C@@H](CO[C@@H](O)C(Cl)(Cl)Cl)O[C@H](O)C(Cl)(Cl)Cl,unii a41z78sd75 component ipvvzyzttkhxkk wcqgtbresa n,0,0.0,0,,unii-a41z78sd75 component ipvvzyzttkhxkk-wcqgtbresa-n,0.0,0,0.0,0.0
unii-el82385c45,Cc1nccn1[C@H](C)c1ccccc1,unii el82385c45,0,0.0,0,,unii-el82385c45,0.0,0,0.0,0.0
,Cl/C(=C\N1CN=CN1)c1ccc(Cl)cc1Cl,,0,0.0,0,,nan,0.0,0,0.0,0.0
miconazole,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,miconazole,1,0.0,0,,miconazole,0.0,0,0.0,0.0
,Clc1ccc([C@H]2[C@H]3CC[C@H](C3)[C@]23CCC(N2CCOCC2)=N3)cc1,,0,0.0,0,,nan,0.0,0,0.0,0.0
zinc31477134,Clc1ccc2c(c1)/C(=C/[C@@H]1CN3CCC1CC3)c1ccccc1S2,zinc31477134,0,0.0,0,,zinc31477134,0.0,0,0.0,0.0
,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@@H]3CCC[C@@H]43)CC2)c1,,0,0.0,0,,nan,0.0,0,0.0,0.0
112058-85-2,Fc1ccc([C@H]2CCNC[C@@H]2COc2ccc3c(c2)OCO3)cc1,112058 85 2,0,0.0,0,,112058-85-2,0.0,0,0.0,0.0
cc-279,N#CCN[C@@H]1CCc2ccccc21,cc 279,0,0.0,0,,cc-279,0.0,0,0.0,0.0
unii-7gaq2332nk component nrncyvbfpddjne-ssdottswsa-n,N=C1NC(=O)[C@@H](c2ccccc2)O1,unii 7gaq2332nk component nrncyvbfpddjne ssdottswsa n,0,0.0,0,,unii-7gaq2332nk component nrncyvbfpddjne-ssdottswsa-n,0.0,0,0.0,0.0
unii-u5xbm7n6a3,NC(=O)CN1C(=O)[C@H](c2ccccc2)c2ccccc21,unii u5xbm7n6a3,0,0.0,0,,unii-u5xbm7n6a3,0.0,0,0.0,0.0
ly2066948,CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,ly2066948,0,0.0,0,,ly2066948,0.0,0,0.0,0.0
ncgc00016548-01,NC(=O)OC[C@H](O)COc1ccc(Cl)cc1,ncgc00016548 01,0,0.0,0,,ncgc00016548-01,0.0,0,0.0,0.0
,NC(=O)c1cnn([C@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,,0,0.0,0,,nan,0.0,0,0.0,0.0
schembl147813,NC/C(=C\F)CCc1ccc(F)cc1,schembl147813,0,0.0,0,,schembl147813,0.0,0,0.0,0.0
"2-amino-9-[(2-hydroxyethoxy)methyl]-6,9-dihydro-1h-purine",NC1=NCc2ncn(COCCO)c2N1,2 amino 9 methyl 6 9 dihydro 1h purine,0,0.0,0,,"2-amino-9-[(2-hydroxyethoxy)methyl]-6,9-dihydro-1h-purine",0.0,0,0.0,0.0
(r)-norfluoxetine,NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,norfluoxetine,0,0.0,0,,(r)-norfluoxetine,0.0,0,0.0,0.0
,NCN.Nc1nc(-c2ccccc2)cs1,,0,0.0,0,,nan,0.0,0,0.0,0.0
n-benzyl-(4r)-4-aminomethyl-pyrrolidin-2-one,NC[C@H]1CC(=O)N(Cc2ccccc2)C1,n benzyl 4 aminomethyl pyrrolidin 2 one,0,0.0,0,,n-benzyl-(4r)-4-aminomethyl-pyrrolidin-2-one,0.0,0,0.0,0.0
hydrazino alcohol,NNO,hydrazino alcohol,0,0.0,0,,hydrazino alcohol,0.0,0,0.0,0.0
suclofenide,NS(=O)(=O)c1ccc(N2C(=O)C[C@H](c3ccccc3)C2=O)c(Cl)c1,suclofenide,0,0.0,0,,suclofenide,0.0,0,0.0,0.0
cis-2-phenylcyclopropylamine,N[C@@H]1C[C@@H]1c1ccccc1,cis 2 phenylcyclopropylamine,0,0.0,0,,cis-2-phenylcyclopropylamine,0.0,0,0.0,0.0
(e)-cypenamine,N[C@H]1CCC[C@@H]1c1ccccc1,cypenamine,0,0.0,0,,(e)-cypenamine,0.0,0,0.0,0.0
,N[C@H]1N=C(Cl)Nc2c1ncn2[C@H]1C[C@@H](O)[C@@H](CO)O1,,0,0.0,0,,nan,0.0,0,0.0,0.0
,N[C@H]1N[C@H](O)[C@H]2NCN(COC(CO)CO)[C@H]2N1,,0,0.0,0,,nan,0.0,0,0.0,0.0
lopac-h-3146,Nc1c2c(nc3ccccc13)CCC[C@H]2O,lopac h 3146,0,0.0,0,,lopac-h-3146,0.0,0,0.0,0.0
(r)-pancopride,Nc1cc(OCC2CC2)c(C(=O)N[C@H]2CN3CCC2CC3)cc1Cl,pancopride,0,0.0,0,,(r)-pancopride,0.0,0,0.0,0.0
,O=C(CN1CC[C@]23CCCC[C@@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,,0,0.0,0,,nan,0.0,0,0.0,0.0
pazinaclone,O=C(C[C@@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2,pazinaclone,0,0.0,0,,pazinaclone,0.0,0,0.0,0.0
l-erythro-chloramphenicol,O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,l erythro chloramphenicol,0,0.0,0,,l-erythro-chloramphenicol,0.0,0,0.0,0.0
,O=C(N[C@H](CO)[C@H](O)C1CCC([N+](=O)[O-])CC1)C(Cl)Cl,,0,0.0,0,,nan,0.0,0,0.0,0.0
